#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
k141_261 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.6910	1	0.06
k141_262 flag=0 multi=1.3175 len=330	0.0000	330	0.0000	0.0000	0	0	0	0.0000	0	0.00
k141_263 flag=0 multi=67.1018 len=308	41.7045	308	0.0000	100.0000	308	23	25	0.5127	47	8.59
k141_264 flag=0 multi=5.5399 len=2023	6.9783	2023	0.0000	100.0000	2023	21	27	0.6437	7	2.70
k141_265 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.3854	1	0.06
k141_266 flag=1 multi=5.0000 len=2486	5.4469	2486	0.0000	100.0000	2486	20	25	0.6989	6	2.39
k141_268 flag=1 multi=1.0000 len=338	10.3994	338	0.0000	94.9704	321	4	8	0.4942	12	3.47
k141_270 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.6379	1	0.06
k141_271 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.3056	1	0.06
k141_272 flag=0 multi=5.0000 len=1058	5.4036	1058	0.0000	99.6219	1054	8	11	0.7423	6	2.81
k141_273 flag=0 multi=5.0000 len=345	0.0000	345	0.0000	0.0000	0	0	0	0.0000	0	0.00
k141_274 flag=0 multi=4.0000 len=3327	4.9504	3327	0.0000	97.1446	3232	28	27	0.6736	6	2.01
k141_276 flag=1 multi=1.0000 len=457	0.6586	457	0.0000	65.8643	301	0	1	0.7309	1	0.47
k141_277 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.6744	1	0.06
k141_278 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.6744	1	0.06
k141_279 flag=1 multi=2.3892 len=475	1.9011	475	0.0000	80.0000	380	2	1	0.7176	2	1.20
k141_280 flag=1 multi=1.0000 len=302	0.9967	302	0.0000	99.6689	301	1	0	0.6346	1	0.08
k141_282 flag=0 multi=6.0312 len=2965	6.8425	2965	0.0000	100.0000	2965	33	35	0.6735	6	2.33
k141_283 flag=0 multi=5.0000 len=266	2.8835	266	0.0000	100.0000	266	1	2	0.6279	3	0.37
k141_284 flag=0 multi=70.2298 len=1625	83.3280	1625	0.0000	100.0000	1625	226	231	0.4775	88	20.08
k141_285 flag=0 multi=63.2660 len=874	54.2037	874	0.0000	100.0000	874	78	84	0.5092	61	17.62
k141_286 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.4120	1	0.06
k141_287 flag=1 multi=2.0090 len=475	2.3368	475	0.0000	100.0000	475	4	0	0.6071	3	1.10
k141_288 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.7276	1	0.06
k141_289 flag=1 multi=2.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.6678	1	0.06
k141_290 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.5183	1	0.06
k141_291 flag=0 multi=258.0000 len=1720	253.8256	1720	0.0000	100.0000	1720	707	764	0.3713	271	55.89
k141_292 flag=1 multi=1.0000 len=431	0.6984	431	0.0000	69.8376	301	0	1	0.6611	1	0.46
k141_293 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.4817	1	0.06
k141_294 flag=1 multi=1.0000 len=328	0.0000	328	0.0000	0.0000	0	0	0	0.0000	0	0.00
k141_295 flag=1 multi=1.0000 len=344	0.0000	344	0.0000	0.0000	0	0	0	0.0000	0	0.00
k141_296 flag=0 multi=1.0000 len=283	1.9011	283	0.0000	100.0000	283	1	1	0.6611	2	0.32
k141_297 flag=0 multi=13.0852 len=364	4.0137	364	0.0000	100.0000	364	2	3	0.6233	5	1.36
k141_298 flag=1 multi=6.0000 len=2183	7.1177	2183	0.0000	100.0000	2183	27	25	0.7220	7	2.20
k141_299 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.4784	1	0.06
k141_300 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.7342	1	0.06
k141_301 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.3887	1	0.06
k141_302 flag=1 multi=7.0000 len=3680	5.8125	3680	0.0000	100.0000	3680	33	39	0.6912	6	2.95
k141_303 flag=1 multi=1.0000 len=307	14.5863	307	0.0000	96.0912	295	12	5	0.4258	17	4.87
k141_304 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.7940	1	0.06
k141_305 flag=1 multi=3.0000 len=301	1.6412	301	0.0000	100.0000	301	1	1	0.6728	2	0.49
k141_306 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.3887	1	0.06
k141_307 flag=0 multi=1.1302 len=479	1.1169	479	0.0000	100.0000	479	2	0	0.7209	1	0.32
k141_308 flag=0 multi=1.0000 len=307	0.9805	307	0.0000	98.0456	301	0	1	0.6379	1	0.15
k141_309 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.5282	1	0.06
k141_310 flag=0 multi=1.0000 len=311	0.9678	311	0.0000	96.7846	301	1	0	0.6545	1	0.18
k141_311 flag=1 multi=6.0000 len=3985	7.3962	3985	0.0000	100.0000	3985	50	48	0.6750	7	2.57
k141_312 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.5449	1	0.06
k141_313 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.3488	1	0.06
k141_314 flag=1 multi=1.0000 len=301	1.9934	301	0.0000	100.0000	301	2	0	0.5631	2	0.14
k141_315 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.7110	1	0.06
k141_316 flag=0 multi=7.0000 len=2211	8.2610	2211	0.0000	100.0000	2211	32	29	0.7056	8	3.54
k141_317 flag=0 multi=1.0000 len=309	0.9741	309	0.0000	97.4110	301	1	0	0.7542	1	0.17
k141_318 flag=0 multi=235.3235 len=277	26.6715	277	0.0000	100.0000	277	10	19	0.3248	28	4.03
k141_319 flag=0 multi=101.0000 len=576	99.6927	576	0.0000	100.0000	576	105	95	0.4582	105	36.46
k141_320 flag=1 multi=3.0000 len=566	2.1272	566	0.0000	88.1625	499	4	0	0.6827	2	1.35
k141_321 flag=1 multi=2.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.6478	1	0.06
k141_322 flag=1 multi=5.3615 len=1181	4.5868	1181	0.0000	100.0000	1181	10	8	0.6475	3	3.72
k141_323 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.5980	1	0.06
k141_324 flag=0 multi=4.0000 len=354	0.0000	354	0.0000	0.0000	0	0	0	0.0000	0	0.00
k141_325 flag=1 multi=6.0000 len=3052	7.7906	3052	0.0000	100.0000	3052	43	36	0.7264	8	2.93
k141_326 flag=1 multi=1.0000 len=301	0.0000	301	0.0000	0.0000	0	0	0	0.0000	0	0.00
k141_327 flag=1 multi=5.0000 len=3193	6.1137	3193	0.0000	100.0000	3193	35	30	0.7224	6	2.45
k141_328 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.7043	1	0.06
k141_329 flag=0 multi=1.0000 len=307	0.9805	307	0.0000	98.0456	301	1	0	0.6877	1	0.15
k141_330 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.4120	1	0.06
k141_331 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.3887	1	0.06
k141_332 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.5880	1	0.06
k141_333 flag=0 multi=90.6324 len=413	136.7288	413	0.0000	100.0000	413	92	99	0.2851	162	56.67
k141_334 flag=1 multi=1.0000 len=300	1.0000	300	0.0000	100.0000	300	0	1	0.4186	1	0.06
k141_335 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.6744	1	0.06
k141_336 flag=1 multi=5.0000 len=2678	5.9556	2678	0.0000	98.6184	2641	27	26	0.7495	7	2.47
k141_337 flag=1 multi=5.9573 len=4683	5.0141	4683	0.0000	96.6047	4524	38	40	0.6859	5	3.09
k141_338 flag=0 multi=106.0000 len=1079	118.4504	1079	0.0000	100.0000	1079	227	209	0.3279	132	29.17
k141_339 flag=1 multi=2.0000 len=318	0.9465	318	0.0000	94.6541	301	0	1	0.6711	1	0.23
k141_340 flag=0 multi=85.0000 len=1037	93.2122	1037	0.0000	100.0000	1037	166	163	0.5473	96	26.40
k141_341 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.3721	1	0.06
k141_342 flag=0 multi=108.2178 len=467	95.3255	467	0.0000	100.0000	467	82	75	0.4690	99	35.81
k141_343 flag=1 multi=1.0000 len=304	0.9901	304	0.0000	99.0132	301	0	1	0.6645	1	0.11
k141_344 flag=0 multi=762.8872 len=735	713.7633	735	0.0000	100.0000	735	921	859	0.3869	778	299.55
k141_345 flag=1 multi=4.0000 len=1304	4.6166	1304	0.0000	100.0000	1304	11	9	0.7030	4	2.07
k141_346 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.6711	1	0.06
k141_347 flag=1 multi=1.0000 len=301	0.9136	301	0.0000	91.3621	275	0	1	0.5349	1	0.29
k141_348 flag=0 multi=202.4574 len=235	0.9957	235	0.0000	99.5745	234	0	1	0.4551	1	0.09
k141_349 flag=1 multi=1.0000 len=405	0.7432	405	0.0000	74.3210	301	1	0	0.5183	1	0.44
k141_350 flag=0 multi=5.0000 len=653	6.6600	653	0.0000	100.0000	653	11	4	0.7132	7	3.27
k141_351 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.3920	1	0.06
k141_352 flag=1 multi=1.0000 len=301	7.0498	301	0.0000	100.0000	301	3	6	0.6482	9	3.11
k141_353 flag=0 multi=6.0000 len=630	5.6571	630	0.0000	100.0000	630	5	7	0.7223	5	3.32
k141_354 flag=1 multi=4.0000 len=1499	4.8205	1499	0.0000	97.9320	1468	10	14	0.6912	5	2.32
k141_355 flag=0 multi=60.1794 len=3017	67.5433	3017	0.0000	100.0000	3017	334	348	0.4083	71	14.85
k141_356 flag=0 multi=6.0000 len=3794	6.4992	3794	0.0000	100.0000	3794	42	40	0.6961	6	2.82
k141_357 flag=0 multi=29.0271 len=362	24.8287	362	0.0000	100.0000	362	16	17	0.4469	26	7.06
k141_358 flag=0 multi=2.1791 len=342	0.8801	342	0.0000	88.0117	301	1	0	0.7176	1	0.33
k141_359 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.3920	1	0.06
k141_360 flag=1 multi=5.8303 len=866	4.1686	866	0.0000	96.1894	833	5	7	0.7265	5	1.83
k141_361 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.3821	1	0.06
k141_363 flag=1 multi=1.0000 len=333	0.9039	333	0.0000	90.3904	301	1	0	0.6944	1	0.30
k141_364 flag=0 multi=74.6750 len=1338	63.4701	1338	0.0000	100.0000	1338	140	146	0.3551	71	17.84
k141_366 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.5083	1	0.06
k141_367 flag=0 multi=162.0000 len=3050	204.1875	3050	0.0000	100.0000	3050	1057	1030	0.5291	213	38.15
k141_369 flag=0 multi=6.5848 len=5126	4.7546	5126	0.0000	99.9415	5123	38	43	0.6896	5	2.10
k141_370 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.4917	1	0.06
k141_371 flag=0 multi=4.0405 len=2709	4.6608	2709	0.0000	100.0000	2709	22	20	0.6826	5	2.53
k141_372 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.4518	1	0.06
k141_373 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.5316	1	0.06
k141_374 flag=0 multi=75.1583 len=577	49.0243	577	0.0000	100.0000	577	51	45	0.5011	50	21.90
k141_375 flag=0 multi=4.0000 len=3132	5.4687	3132	0.0000	100.0000	3132	30	27	0.6784	5	2.42
k141_376 flag=0 multi=133.3137 len=243	2.9835	243	0.0000	100.0000	243	1	2	0.5460	3	0.25
k141_377 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.7276	1	0.06
k141_378 flag=1 multi=5.0000 len=406	4.3227	406	0.0000	100.0000	406	3	3	0.6960	5	1.59
k141_379 flag=1 multi=1.0000 len=310	0.0000	310	0.0000	0.0000	0	0	0	0.0000	0	0.00
k141_380 flag=0 multi=6.9259 len=222	1.0000	222	0.0000	100.0000	222	1	0	0.6910	1	0.07
k141_381 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.6645	1	0.06
k141_382 flag=1 multi=4.8063 len=5540	6.0830	5540	0.0000	100.0000	5540	56	56	0.6970	6	2.47
k141_383 flag=0 multi=1.0000 len=334	0.9012	334	0.0000	90.1198	301	0	1	0.7276	1	0.30
k141_384 flag=0 multi=5.0000 len=238	0.0000	238	0.0000	0.0000	0	0	0	0.0000	0	0.00
k141_385 flag=0 multi=6.0000 len=1586	6.7062	1586	0.0000	100.0000	1586	19	17	0.7229	7	2.11
k141_386 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.5382	1	0.06
k141_387 flag=0 multi=37.0000 len=257	8.7626	257	0.0000	100.0000	257	4	5	0.6434	9	0.95
k141_388 flag=1 multi=1.0000 len=391	0.7698	391	0.0000	76.9821	301	1	0	0.6246	1	0.42
k141_389 flag=0 multi=5.0000 len=311	0.0000	311	0.0000	0.0000	0	0	0	0.0000	0	0.00
k141_390 flag=1 multi=1.0000 len=393	0.7659	393	0.0000	76.5903	301	0	1	0.3156	1	0.42
k141_391 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.1927	1	0.06
k141_392 flag=0 multi=5.0000 len=605	3.9521	605	0.0000	100.0000	605	5	3	0.6939	4	1.72
k141_393 flag=0 multi=1.4198 len=403	0.0000	403	0.0000	0.0000	0	0	0	0.0000	0	0.00
k141_394 flag=1 multi=2.0000 len=301	1.8538	301	0.0000	100.0000	301	0	2	0.7027	2	0.37
k141_396 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.5548	1	0.06
k141_397 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.4153	1	0.06
k141_398 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.6578	1	0.06
k141_399 flag=0 multi=101.2721 len=685	58.3766	685	0.0000	100.0000	685	70	69	0.2996	66	20.51
k141_400 flag=1 multi=1.0000 len=393	209.4478	393	0.0000	86.2595	339	165	129	0.3395	281	113.75
k141_401 flag=0 multi=1.0000 len=374	0.8048	374	0.0000	80.4813	301	0	1	0.7608	1	0.40
k141_402 flag=0 multi=6.9955 len=2825	8.7851	2825	0.0000	100.0000	2825	40	43	0.7113	8	3.17
k141_403 flag=1 multi=5.0000 len=5313	5.8302	5313	0.0000	100.0000	5313	50	53	0.7224	5	3.04
k141_404 flag=1 multi=4.9759 len=6398	6.7269	6398	0.0000	99.0466	6337	75	68	0.6794	7	2.48
k141_405 flag=1 multi=5.0000 len=5586	6.4549	5586	0.0000	100.0000	5586	59	61	0.7181	6	2.36
k141_406 flag=0 multi=8.0000 len=6140	7.3767	6140	0.0000	100.0000	6140	76	75	0.7015	7	2.53
k141_407 flag=1 multi=7.0000 len=4362	8.8835	4362	0.0000	100.0000	4362	69	60	0.7000	9	2.80
k141_408 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.7076	1	0.06
k141_409 flag=0 multi=4.8148 len=249	0.9960	249	0.0000	99.5984	248	0	1	0.6412	1	0.09
k141_410 flag=0 multi=6.0000 len=2691	6.4288	2691	0.0000	100.0000	2691	30	28	0.7037	6	2.90
k141_411 flag=0 multi=7.0000 len=541	5.3900	541	0.0000	100.0000	541	3	7	0.7083	7	3.42
k141_412 flag=0 multi=5.0000 len=2216	5.9454	2216	0.0000	99.2329	2199	23	21	0.6746	6	2.48
k141_413 flag=1 multi=3.0000 len=923	3.2622	923	0.0000	97.9415	904	2	8	0.6299	3	2.02
k141_414 flag=0 multi=66.6659 len=4457	71.7873	4457	0.0000	100.0000	4457	552	517	0.4080	73	12.77
k141_415 flag=0 multi=4.0000 len=884	3.6018	884	0.0000	98.9819	875	5	6	0.7294	4	1.15
k141_416 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.4784	1	0.06
k141_417 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.3920	1	0.06
k141_418 flag=0 multi=57.2201 len=4180	67.6163	4180	0.0000	100.0000	4180	470	475	0.3840	70	12.79
k141_419 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.2326	1	0.06
k141_420 flag=0 multi=317.0887 len=547	106.6069	547	0.0000	100.0000	547	104	98	0.3837	110	47.00
k141_421 flag=0 multi=5.0000 len=1413	5.5393	1413	0.0000	88.2519	1247	13	13	0.7277	6	3.50
k141_422 flag=0 multi=5.0000 len=376	4.1383	376	0.0000	100.0000	376	0	6	0.6589	4	1.32
k141_423 flag=1 multi=1.0000 len=486	1.2387	486	0.0000	100.0000	486	0	2	0.7292	1	0.43
k141_424 flag=0 multi=7.0000 len=568	7.4577	568	0.0000	100.0000	568	8	7	0.7464	8	4.18
k141_425 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.6611	1	0.06
k141_426 flag=1 multi=1.0000 len=306	34.8007	306	0.0000	100.0000	306	17	20	0.3839	37	5.40
k141_427 flag=1 multi=5.0000 len=391	1.5013	391	0.0000	79.7954	312	1	1	0.6960	2	0.81
k141_428 flag=0 multi=111.0000 len=860	102.8500	860	0.0000	100.0000	860	129	169	0.3422	114	40.78
k141_429 flag=0 multi=67.3187 len=392	53.5000	392	0.0000	100.0000	392	39	35	0.6023	57	17.94
k141_430 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.4718	1	0.06
k141_431 flag=1 multi=5.0000 len=3040	4.6526	3040	0.0000	98.6184	2998	23	24	0.7001	4	1.55
k141_432 flag=1 multi=5.0000 len=1911	5.6426	1911	0.0000	100.0000	1911	17	19	0.7339	6	2.48
k141_433 flag=0 multi=6.0000 len=357	0.7871	357	0.0000	78.7115	281	0	1	0.7143	1	0.41
k141_434 flag=0 multi=1.0000 len=366	0.8224	366	0.0000	82.2404	301	0	1	0.6545	1	0.38
k141_435 flag=0 multi=5.0000 len=4653	6.0559	4653	0.0000	100.0000	4653	45	49	0.7159	6	2.71
k141_436 flag=0 multi=5.0000 len=200	2.0000	200	0.0000	100.0000	200	0	2	0.6744	2	0.14
k141_437 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.3953	1	0.06
k141_438 flag=0 multi=5.3801 len=2938	6.0170	2938	0.0000	100.0000	2938	29	30	0.6764	6	2.71
k141_439 flag=1 multi=5.0000 len=7092	6.4130	7092	0.0000	100.0000	7092	75	77	0.7080	6	2.14
k141_440 flag=1 multi=5.0000 len=5735	6.4548	5735	0.0000	99.4943	5706	58	65	0.7065	6	2.50
k141_441 flag=0 multi=5.0000 len=3165	6.2714	3165	0.0000	100.0000	3165	33	33	0.6594	6	2.77
k141_442 flag=1 multi=3.0000 len=1390	3.3331	1390	0.0000	100.0000	1390	8	8	0.6611	3	1.36
k141_443 flag=0 multi=5.2495 len=6373	6.0009	6373	0.0000	100.0000	6373	66	62	0.7033	6	2.10
k141_444 flag=1 multi=4.6471 len=2099	5.5403	2099	0.0000	100.0000	2099	17	22	0.6800	5	2.69
k141_445 flag=0 multi=5.2481 len=8109	6.8470	8109	0.0000	100.0000	8109	91	94	0.6750	6	2.61
k141_446 flag=1 multi=4.0000 len=1757	4.8355	1757	0.0000	100.0000	1757	12	17	0.7333	5	1.77
k141_447 flag=1 multi=1.0000 len=361	0.8338	361	0.0000	83.3795	301	1	0	0.7209	1	0.37
k141_448 flag=0 multi=99.0000 len=946	54.6004	946	0.0000	100.0000	946	94	83	0.4472	59	16.35
k141_449 flag=0 multi=4.9041 len=1059	4.4495	1059	0.0000	95.4674	1011	6	10	0.6971	5	1.81
k141_450 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.2990	1	0.06
k141_451 flag=0 multi=131.0000 len=615	94.1366	615	0.0000	100.0000	615	93	105	0.5538	97	36.80
k141_452 flag=1 multi=4.0472 len=4061	6.1495	4061	0.0000	100.0000	4061	42	41	0.6952	6	1.74
k141_453 flag=0 multi=6.4247 len=8217	8.2856	8217	0.0000	100.0000	8217	116	111	0.7005	8	2.99
k141_454 flag=1 multi=4.0000 len=1322	4.3260	1322	0.0000	100.0000	1322	8	11	0.6641	4	1.96
k141_455 flag=0 multi=4.9437 len=283	0.0000	283	0.0000	0.0000	0	0	0	0.0000	0	0.00
k141_456 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.4950	1	0.06
k141_457 flag=1 multi=2.0000 len=313	0.9617	313	0.0000	96.1661	301	1	0	0.7110	1	0.20
k141_458 flag=1 multi=3.0000 len=1513	3.1818	1513	0.0000	100.0000	1513	7	9	0.6788	3	1.69
k141_459 flag=0 multi=316.0000 len=336	173.1696	336	0.0000	100.0000	336	95	120	0.3832	185	42.98
k141_460 flag=1 multi=9.0000 len=1131	6.1194	1131	0.0000	98.3201	1112	10	13	0.6812	7	3.01
k141_461 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.4950	1	0.06
k141_462 flag=1 multi=6.0000 len=8584	7.7106	8584	0.0000	100.0000	8584	102	118	0.6951	8	2.70
k141_463 flag=1 multi=2.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.7475	1	0.06
k141_464 flag=1 multi=1.0000 len=420	0.7167	420	0.0000	71.6667	301	1	0	0.3953	1	0.45
k141_465 flag=1 multi=4.0000 len=656	4.1296	656	0.0000	99.2378	651	6	3	0.7150	4	2.36
k141_466 flag=0 multi=359.8119 len=444	162.7320	444	0.0000	100.0000	444	134	119	0.3618	165	60.58
k141_467 flag=1 multi=3.0000 len=309	0.9741	309	0.0000	97.4110	301	0	1	0.7409	1	0.17
k141_468 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.6811	1	0.06
k141_469 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.6113	1	0.06
k141_470 flag=0 multi=266.0000 len=412	164.2476	412	0.0000	100.0000	412	117	121	0.3029	167	64.79
k141_471 flag=0 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.7110	1	0.06
k141_472 flag=1 multi=5.1569 len=7738	6.5781	7738	0.0000	99.8062	7723	86	84	0.6817	6	2.25
k141_473 flag=1 multi=4.0000 len=1717	4.8206	1717	0.0000	100.0000	1717	13	15	0.6871	5	1.59
k141_474 flag=0 multi=112.5190 len=3503	131.0836	3503	0.0000	100.0000	3503	779	760	0.4672	138	26.44
k141_475 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.5183	1	0.06
k141_476 flag=1 multi=1.0000 len=357	0.8431	357	0.0000	84.3137	301	0	1	0.6877	1	0.37
k141_477 flag=0 multi=5.0000 len=2533	5.4457	2533	0.0000	94.1176	2384	22	24	0.7017	6	2.44
k141_478 flag=0 multi=56.8035 len=6575	65.3060	6575	0.0000	100.0000	6575	722	712	0.4316	66	11.06
k141_479 flag=1 multi=5.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.6545	1	0.06
k141_480 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.5781	1	0.06
k141_481 flag=1 multi=6.0000 len=3915	7.1497	3915	0.0000	100.0000	3915	50	43	0.7195	7	2.70
k141_482 flag=1 multi=1.0000 len=301	11.9136	301	0.0000	100.0000	301	4	9	0.4155	13	2.72
k141_483 flag=1 multi=2.0000 len=380	3.9605	380	0.0000	92.8947	353	1	4	0.6578	5	1.63
k141_484 flag=1 multi=6.0000 len=2314	5.9620	2314	0.0000	100.0000	2314	22	24	0.6886	6	2.31
k141_485 flag=0 multi=202.6545 len=251	55.0956	251	0.0000	100.0000	251	31	26	0.4971	57	5.38
k141_486 flag=1 multi=6.0000 len=6699	7.2178	6699	0.0000	100.0000	6699	88	73	0.7103	7	2.56
k141_487 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.3522	1	0.06
k141_488 flag=0 multi=6.0000 len=604	3.9073	604	0.0000	99.8344	603	6	2	0.6649	4	2.12
k141_489 flag=0 multi=2.0772 len=465	0.6473	465	0.0000	64.7312	301	1	0	0.6744	1	0.48
k141_490 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.3821	1	0.06
k141_491 flag=1 multi=2.0000 len=521	2.8292	521	0.0000	99.8081	520	4	1	0.7070	3	1.07
k141_492 flag=0 multi=263.0000 len=1719	262.2833	1719	0.0000	100.0000	1719	737	781	0.3735	282	59.87
k141_493 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.4286	1	0.06
k141_494 flag=1 multi=5.0000 len=7681	6.5825	7681	0.0000	100.0000	7681	87	81	0.6731	7	2.56
k141_495 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.4817	1	0.06
k141_496 flag=1 multi=5.0000 len=2526	5.6698	2526	0.0000	100.0000	2526	26	22	0.6759	6	2.39
k141_497 flag=1 multi=5.0000 len=315	0.9556	315	0.0000	95.5556	301	0	1	0.6578	1	0.21
k141_498 flag=1 multi=5.0000 len=3889	6.5009	3889	0.0000	100.0000	3889	40	45	0.7288	7	2.76
k141_499 flag=0 multi=6.0000 len=297	1.9057	297	0.0000	99.3266	295	1	1	0.7193	2	0.33
k141_500 flag=0 multi=6.0000 len=3749	6.4708	3749	0.0000	100.0000	3749	42	39	0.6405	6	2.32
k141_501 flag=0 multi=458.3158 len=255	25.3843	255	0.0000	100.0000	255	10	17	0.3734	27	3.19
k141_502 flag=1 multi=5.0000 len=368	0.8179	368	0.0000	81.7935	301	1	0	0.5714	1	0.39
k141_503 flag=0 multi=3.4651 len=356	0.8455	356	0.0000	84.5506	301	0	1	0.6645	1	0.36
k141_504 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.3156	1	0.06
k141_505 flag=1 multi=1.0000 len=308	0.9773	308	0.0000	97.7273	301	0	1	0.4153	1	0.16
k141_506 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.7209	1	0.06
k141_507 flag=1 multi=6.0000 len=6058	7.9771	6058	0.0000	100.0000	6058	80	82	0.6669	8	3.01
k141_508 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.3488	1	0.06
k141_509 flag=1 multi=1.2060 len=374	0.8048	374	0.0000	80.4813	301	1	0	0.7309	1	0.40
k141_510 flag=0 multi=1.1528 len=429	0.7016	429	0.0000	70.1632	301	1	0	0.6877	1	0.46
k141_511 flag=1 multi=2.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.6412	1	0.06
k141_512 flag=1 multi=1.0417 len=333	0.8559	333	0.0000	85.5856	285	0	1	0.7276	1	0.35
